UserNick,comment_time,content,auctionSku
安***3,2020-04-13 15:07:47,等了一个多月终于收到了，色香味俱全，真心太好吃了，推荐给大家，放心购买。,口味:螺蛳粉3袋装
1***朵,2020-04-04 15:24:40,太好吃了😋！心心念念了好久 终于到货了原本以为调料不全放会没味道 没想到辣椒油全放了那么辣 但是真的好吃💕就是需要煮的时间久点 可能是太香了吧 我爸趁我不注意吃了几口 粉丝全被吃了😂 没想到他还能喜欢吃螺狮粉 下次趁他不在家的时候再下一包自己吃！,口味:螺蛳粉3袋装
a***8,2020-04-11 14:18:34,因为疫情导致螺蛳粉断货，虽然这样也不影响吃螺蛳粉的心、等了差不多一个月终于拿到了，开心，螺蛳粉认准李子柒,口味:螺蛳粉3袋装
t***6,2020-04-05 13:20:23,很好吃！腐竹很脆，拆开就像虾片的味道，粉还没煮好，差点就被我这样干吃了！还有花生也特别好吃，香香脆脆的！料也很足，自己再加点生菜包菜啥的，可以够两个人吃的，汤的味道特别鲜美！,口味:螺蛳粉3袋装
王***0,2020-04-02 12:31:18,这款螺蛳粉订了很久了，终于今天吃到了，螺蛳粉我最钟爱的美食，李子柒的确还不错，包装看着也舒服，味道很霸道，以后还会继续回购的，唯美食不可辜负,口味:螺蛳粉3袋装
阿***街,2020-04-10 21:01:04,虽然真的等了很久很久，等了足足一个月，但是也是真的好吃到哭泣，就是这个味～自己加了蛋加了海虾，真的很香，腐竹特别多，我的最爱❤,口味:螺蛳粉3袋装
s***d,2020-04-06 00:48:46,包装品质：包装完好 口感味道：口味纯真，辣度还可以根据自己的口味调节 新鲜度：日期新鲜，就是等的太久了,口味:螺蛳粉3袋装
潮***9,2020-04-11 23:12:26,包装很好 第一次吃过罗霸王的感觉很臭 有点接受不了 一直听人说李子柒的好吃 想着尝试买一包试试 味道煮的时候还好感觉不会很臭 油包打开闻着是真的香 吃上感觉还好 没有想的那么好吃 臭味能接受 可能真是自己吃不惯这个味道 只吃进去一半,口味:螺蛳粉3袋装
t***0,2020-04-13 16:07:13,第一购买李子柒的螺蛳粉，包装很好看，还送了一个鼠标垫，还没吃，但是我觉得应该挺不错的，好吃的话还会回购的,口味:螺蛳粉3袋装
1***潴,2020-04-05 22:09:16,第好几次买了，螺狮粉各排行榜总结出来的前三都有买来试，最后还是觉得柒家的排第一，主要是料多，咸辣度正好。当然各人口味不同可能认定的排行榜不一样。总之，已经推荐给很多人购买了，仍然会继续购买哦,口味:螺蛳粉3袋装
落***6,2020-04-11 12:32:38,3月10日下单付款，4月7日发货，4月9日收货。时间线供观望中或等待中的小可爱们参考。 收到后煮了一包吃，味道倒不会难吃，但也不决定惊艳，就一般的汤粉吧。看很多人说柒家的辣油很辣，我放了一整包，并不觉得辣。柒家的螺蛳粉不咋臭是真的，喜欢腐竹包和花生包。,口味:螺蛳粉3袋装
开***8,2020-04-03 00:34:57,包装品质：第二次回购买了9袋，送了一个鼠标垫。 口感味道：感觉第二次的笋和豆皮等菜包好像没有第一次多了，但味道还是很不错的 整体评价：希望发货快一些就好了，每次都要等一个月,口味:螺蛳粉3袋装
左***m,2020-04-07 21:41:45,整体评价：等了一个多月，收到简直太惊喜，第一次自己煮螺蛳粉，感觉比外边买的干净好多，味道超级赞，就是第一次煮水有点填多了，下次就有经验了，子柒家的产品，真的是网红产品中最良心的，大大的赞👍,口味:螺蛳粉3袋装
浅***罗,2020-04-06 11:00:16,包装品质：包装很好 单独小包装 料比较足 口感味道：略辣不臭 还是很好吃的 新鲜度：食材很新鲜 笋和炸腐竹很好吃,口味:螺蛳粉3袋装
t***0,2020-04-09 19:46:37,买了九袋，真的好大一包阿。包装做的也很好，不愧是李子柒！虽然等了一个月，但是生产日期也很近，4.6发货，4.2生产。希望味道也不错。,口味:螺蛳粉3袋装
向***枝,2020-04-11 20:59:21,我觉得李子柒的螺蛳粉真的值得等待四十天，真的太好吃了，而且配料也很足！味道一级棒！！！,口味:螺蛳粉3袋装
g***2,2020-04-13 09:52:27,口感味道：好好吃，等了很久就是了，发货比较慢，其他的都挺好的，在家突然很想吃螺蛳粉就买了好多慢慢吃，哈哈哈，销量好肯定是好吃的噢,口味:螺蛳粉3袋装
t***2,2020-04-09 10:31:15,口感味道：收到后就立马煮了一碗，味道还不错。配料比好欢螺多 。,口味:螺蛳粉3袋装
青***儿,2020-04-13 09:56:14,以前都是吃好欢螺的，这次换口味试试，好欢螺汤比较浓郁，有很多螺肉，但是这个没有，唯一好的是腐竹比较多比较脆，以后还是买那个吧,口味:螺蛳粉3袋装
晴***儿,2020-04-09 15:39:27,等了好久终于吃上口了，第一次吃螺蛳粉，粉口感好，弹性不容易浓汤，配料十足，香。,口味:螺蛳粉3袋装
赵***0,2020-04-10 12:41:46,我我我真的想吐槽，每个人的口味不同，我只说我的感觉吧。有点就是腐竹什么的量还是挺多的，腐竹感觉比其他家的好吃。但是但是！！他家的汤料是这么咸！就是螺蛳粉为味淡，但是就是咸，水少螺蛳粉味种了些但是超闲，水多了感觉又不像在吃螺蛳粉。最重要的一个！他家的酸笋，我怀疑我吃了假的&hellip;就是买了n多家，第一次吃到这个口味的酸笋&hellip;描述不出来，但是就是感觉很怪还不好吃，我买螺蛳粉就是为了酸笋，结果这个什么鬼。辣味的话吃了很多家感觉都不辣，这个不能评价了，以后不会再卖了他家了,口味:螺蛳粉3袋装
贝***2,2020-04-03 19:35:35,第一次买李子柒螺蛳粉，太好吃了吧！！！口味相比好欢螺来说较清淡，但鲜味非常浓郁，粉要煮够8分钟才够Q弹爽滑，完美吸收了汤汁的粉更好吃！,口味:螺蛳粉3袋装
呀***g,2020-04-09 16:41:50,等了很久，还不错，粉较少，菜量足，整体女生吃一顿够了,口味:螺蛳粉3袋装
t***5,2020-04-13 10:40:11,真的好吃，秒杀我以前吃过的很多品牌螺狮粉，料又特别足，对于爱吃花生米和豆皮的人很友好。不会很辣但又有味。,口味:螺蛳粉3袋装
k***7,2020-04-05 16:23:51,真的太好吃！料也很足，一个月果然没白等 包装品质：包装特好大大的一包 口感味道：味道很正 新鲜度：到货前两天生产的，日期很新鲜,口味:螺蛳粉3袋装
c***8,2020-04-12 00:46:47,整体评价：还行   心心念念等了一个月 胀包问题：无 包装品质：很多小包包  精致 口感味道：一般   和想象中差了一点 新鲜度：不错,口味:螺蛳粉3袋装
s***i,2020-04-13 19:00:23,四十天之内发货，让我等到怀疑店家忘记了我这一单，今天才收到货，看了日期，确实很新鲜。挺好吃的，以至于吃前忘记拍照了&hellip;&hellip;料很多，口味也很正。,口味:螺蛳粉3袋装
箫***晴,2020-04-02 18:43:44,本人3月5号下的单，今天终于到货了，一到货就试了一下，一共三包，味道真的不错，包装也很不错，就是粉少了一点儿，自己还加了点儿红薯粉，还有鸡蛋和黄瓜也是自己加的。我只加了一半儿的辣椒油，对于我来说差不多了，应该就是店里微辣的程度。,口味:螺蛳粉3袋装
t***6,2020-04-09 21:26:47,好吃，配菜很足 气味很淡，口味不是很重 比较适合，容易接受,口味:螺蛳粉3袋装
爱***淘,2020-04-08 10:16:30,哇偶，是不是看的口水直流，太不容易了，姐姐我等了一个月，终于收到了，就立马迫不及待的煮了一包，太好吃啦，不说了，我要继续吃！,口味:螺蛳粉3袋装
闫***4,2020-04-05 14:36:45,#柒家美拍达人#等了好久的螺蛳粉，无限次回购，这是什么人间美味，原来很嫌弃螺蛳粉觉得臭臭的，可是吃起来好像啊，根本停不下来，别说了，再来一碗，这次还送了鼠标垫😀,口味:螺蛳粉3袋装
非***鱼,2020-04-09 19:37:46,漫长的等待还是值得的，材料十足，味道够够的，整个厨房都是螺蛳粉的味道*^_^*,口味:螺蛳粉3袋装
木***牟,2020-04-13 21:46:02,预售买的3月19日买的，4月13日到，马上就煮了，朋友说超级好吃😋，62买8包，太划算了,口味:螺蛳粉3袋装
呆***z,2020-04-13 22:41:51,第一次买这个牌子，等了20多天到了，虽然有点久，但是比隔壁家**人家 好多了，还送了鼠标垫，好评,口味:螺蛳粉3袋装
珍***哭,2020-04-11 09:36:21,等了一个多月才收到货，煮了两次，感觉味道还行，没有很好吃也没有很难吃，每次煮调料包都下完了，但是那个米粉真的是很难煮软啊！就算提前泡也不行，后来第二次换了粉丝，尝过就好，不会回购了,口味:螺蛳粉3袋装
美***贝,2020-04-04 13:06:57,回购几次啦特别好吃,口味:螺蛳粉3袋装
张***3,2020-04-12 20:26:25,等了一点时间终于到了 第一次吃螺蛳粉 味道很好 里面料很足 一个人吃足够了,口味:螺蛳粉3袋装
q***2,2020-04-13 10:59:26,等了好久才到手。但是口感值得等啊。 口感味道：好次。粉真的超劲道。料包也很足。,口味:螺蛳粉3袋装
y***5,2020-04-13 15:05:48,真的太好吃了   拿到了就煮着吃了  料包超级足  味道特别正宗  发现自己买少了  下次一定要多囤一点  好吃👍,口味:螺蛳粉3袋装
t***3,2020-04-12 21:55:58,等了好久（一个月）终于等到了，真的好好吃！花生米跟腐竹都很足，味道好，酸笋臭得正宗。果然煮了一包我妈开始嫌弃我臭了哈哈哈,口味:螺蛳粉3袋装
t***7,2020-04-11 20:33:11,已经买了好几次了，一如既往的喜欢，相比其它螺蛳粉，臭味比较适中，包装很用心，无限回购。,口味:螺蛳粉3袋装
h***4,2020-04-08 17:08:38,一直很喜欢吃螺蛳粉，想的买来尝试一下，没想到味道让我惊艳了，非常好吃，料也很足，很赞哦，一定会回购,口味:螺蛳粉3袋装
1***温,2020-04-08 12:52:21,超级美味  辣度刚刚好 没有很臭 花生米和腐竹超级香,口味:螺蛳粉3袋装
t***4,2020-04-04 13:19:55,整体评价：味道不错哦，包装很好 胀包问题：没有 包装品质：很好，很完整 口感味道：味道正宗，好吃。酸辣度正好 新鲜度：很新鲜！虽然等了很久才发货，但是值得的,口味:螺蛳粉3袋装
t***4,2020-04-08 16:22:47,李子柒是唯一爱吃的螺蛳粉 最爱腐竹片 配料特别足,口味:螺蛳粉3袋装
吴***希,2020-04-06 09:43:03,刚收到的时候真的很喜欢，好大一包，而且量也很足。食物都很新鲜，主要是没有我同学说的那么臭，它这个是很香的。以前不爱吃螺蛳粉，吃了之后感觉就爱上这个味道了，真的很喜欢吃螺蛳粉了,口味:螺蛳粉3袋装
x***2,2020-04-12 15:41:53,粉分量不大，但是配菜很丰富，腐竹和花生口感不错，汤特别咸特别辣，辣油只放了1/3也很辣，酸笋接受无能，放了几根剩下全扔了，还是吃不来这个味，不会再买了，剩下两包不放辣包酸笋试试吧,口味:螺蛳粉3袋装
少***9,2020-04-13 23:13:33,虽然是网红产品说句良心话真的不好吃，我等了两个月。确实不好吃。而且价格已经算是很贵的了，买不买看你们自己。,口味:螺蛳粉3袋装
罗***z,2020-04-06 01:18:44,本人广西人，吃惯味道重的螺蛳粉了，听朋友说柒家的味道偏淡，可能适合北方的朋友吃。不过包装上是完全吸引到我了，不枉我疫情期间等了它一个多月。等明天开包来吃再追评。,口味:螺蛳粉3袋装
心***啦,2020-04-10 14:10:11,按照包装上面的方法煮挺简单的，味道不是特别大，吃起来不错，辣椒油挺辣的，第一次煮没概念，一包全倒下去了我觉的挺辣的，好吃😋就是等了一个月,口味:螺蛳粉3袋装
g***人,2020-04-07 12:47:00,整体评价：好吃 胀包问题：没有 包装品质：好看，大气 口感味道：微辣，适合我 新鲜度：比以前买的别人家的好吃,口味:螺蛳粉3袋装
t***4,2020-04-05 11:57:37,整体评价：不错 胀包问题：没有 包装品质：好 口感味道：作为一个广西人来说，我觉得这在这种类型的螺蛳粉中已经不错了  新鲜度：好,口味:螺蛳粉3袋装
释***怀,2020-04-11 23:51:39,第一次购买！慕名而来 包装太好看了！ 就是疫情期间等的时间太太太长了 份量完全OK,口味:螺蛳粉3袋装
世***勋,2020-04-04 18:38:52,整体评价：符合对螺蛳粉的幻想，这次是专门买来尝 包装品质：包装好看，有独特的logo 口感味道：口感很好，料包很足,口味:螺蛳粉3袋装
刺***啦,2020-04-10 10:04:48,3月8号买，4月10号到，太慢了。好在料很足，一大包。气味没有想象的臭，就是腌笋子的味道。总体味道一般般吧，偶尔换换口味。,口味:螺蛳粉3袋装
l***6,2020-04-10 22:33:07,等了一个月，总算等来了。李子柒果然名不虚传，味道非常好，腐竹很多也特别香，等这么久也是值得！,口味:螺蛳粉3袋装
w***2,2020-04-09 16:18:43,朋友推荐第一次吃李子柒家螺蛳粉，味道真的超赞，料也很足，全家人都很喜欢。,口味:螺蛳粉3袋装
陌***1,2020-04-11 20:20:23,我是直播间买的，螺蛳粉终于回来了，还有赠品呢，明天试试味道，看起来很不错的样子,口味:螺蛳粉3袋装
洁***v,2020-04-08 14:01:19,我以前受不了螺蛳粉的味道，后来抖音看到大家都在吃这个牌子的，然后就试着买了，我和我妈超爱这个😂😂,口味:螺蛳粉3袋装
1***n,2020-04-04 11:05:47,整体评价：包装很大气，送人也很拿得出手！由于疫情期间，晚发货，还送了鼠标垫，非常满意！ 口感味道：臭臭的！,口味:螺蛳粉3袋装
张***购,2020-04-09 17:06:03,量足味道美，非常正宗，还送了精美的鼠标垫，很惊喜🤗,口味:螺蛳粉3袋装
t***1,2020-04-03 13:06:50,包装品质：干净整洁很好 口感味道：还不错，但是我高估了自己能吃辣的程度，辣油放多了，辣的想哭 整体评价：挺好 新鲜度：很新鲜 胀包问题：无,口味:螺蛳粉3袋装
t***2,2020-04-08 10:17:12,包装很赞，好吃，还以为有很重味道，其实还好。口味很足，蛮喜欢。,口味:螺蛳粉3袋装
沐***儿,2020-04-05 16:22:52,整体评价：配料分量很足！酸笋脆脆的很好吃，炸腐竹也是好大一包 胀包问题：没有 包装品质：包装挺好的，还是顺丰快递 口感味道：太香了！！特别是辣椒油！比以前吃过的别的牌子都要好吃！！,口味:螺蛳粉3袋装
穗***服,2020-04-05 22:10:06,太爱吃螺蛳粉了，我上辈子可能是颗螺丝，哈哈哈。看网红推荐买的，等了一个月终于收到货了，好大一包！！料很多，味道不会很重。不喜欢重口味的可以买这个试试。自己加点丸子青菜，太好吃了。推荐给身边的朋友他们也说好吃。还会回购,口味:螺蛳粉3袋装
陌***4,2020-04-11 16:17:33,好吃，真的好吃，**节买的抢到了蹭品，真的太快乐了，螺蛳粉怎么能这么好吃，就是粉腐竹有点点碎其他的都很OK，螺蛳粉女孩🐛鸭,口味:螺蛳粉3袋装
术***坞,2020-04-08 07:53:18,整体评价：等了一个月，终于等到了。好吃，味道不是那么重。谢谢老板送的小礼品，很喜欢。 新鲜度：产品日期新鲜,口味:螺蛳粉3袋装
w***9,2020-04-08 08:26:38,因为疫情等了快一个月，每次刷抖音都想吃的要命，等到货后立马煮了吃，果然很惊艳，好吃到爆呀，这次囤了6包，估计还得再买点,口味:螺蛳粉3袋装
t***5,2020-04-13 17:44:08,非常完美 满满的一大箱子  疫情期间 虽然等了一个月  但是我始终坚信  所有的等待都是值得的,口味:螺蛳粉3袋装
v***7,2020-04-11 14:38:48,味道还不错，辣油放了一半，感觉已经挺辣的了，不能吃辣的小伙伴，建议先放三分之一吧。粉也很有嚼劲，没有一般螺蛳粉的臭味。等待时间太长了，足足等了三十几天😂,口味:螺蛳粉3袋装
梁***恩,2020-04-10 16:16:28,螺蛳粉今天终于吃上了 ，盼了很久。每天看着物流信息，收到货那一刻按耐不住内心的喜悦，尝到的第一口。简直了。没白等。自己还加上绿豆芽和豆腐泡，一级棒,口味:螺蛳粉3袋装
那***8,2020-04-12 20:47:32,经过漫长的等待终于收到啦，在家吃螺蛳粉真的太爽了！包装很精美味道也很棒！！非常满意～,口味:螺蛳粉3袋装
香***7,2020-04-07 17:46:16,此用户没有填写评论!,口味:螺蛳粉3袋装
z***b,2020-04-11 10:11:45,等了差不多一个月终于到，包装很好看，等会煮煮看味道是不是都像大家说的那样！,口味:螺蛳粉3袋装
t***2,2020-04-08 20:49:09,还买了好欢螺的 都是等了一个月 这个味道感觉一般般 对比之下 还是觉得好欢螺的好吃一些 料更足一些,口味:螺蛳粉3袋装
l***子,2020-04-01 18:31:50,等了一个多月没白等 比我在超市买的份量足而且价格还很优惠 还没吃呢不过柒家的东西绝对不会错 还赠了我一个鼠标垫 谢谢😊,口味:螺蛳粉3袋装
s***1,2020-04-08 15:57:35,李子柒螺蛳粉真的非常非常好吃，回购第二次了，粉很劲道，味道很好👍，一袋吃的饱饱的，以后认准李子柒螺蛳粉就对了，真的太赞了👍,口味:螺蛳粉3袋装
j***r,2020-04-09 13:03:14,心心念念的螺蛳粉终于收到了，日期也是最近的，拿到后直接煮了一包吃，汤头是那种鲜的，而且也不是很辣。吃完继续回购。,口味:螺蛳粉3袋装
z***a,2020-04-12 14:49:14,热干面和螺丝粉的对决，当然是螺丝粉上了，已经是回购第三次了，味道很鲜美,口味:螺蛳粉3袋装
她***x,2020-04-12 20:36:34,口感味道：味道不错，挺辣的，汤加多了，所以味道不是很浓，总的来说性比价很高，会回购。,口味:螺蛳粉3袋装
a***7,2020-04-05 14:58:51,宝贝收到了。真的不能太好吃！首先料包很足，干干净净的。面建议多煮一会儿，喜欢吃辣的可以放满一包辣油。我们家不太能吃辣的，放一半就够了。食材真的很新鲜，会无限回购的。,口味:螺蛳粉3袋装
菊***儿,2020-04-12 09:17:39,等了整整一个月的螺蛳粉终于收到了，包装挺好看的，还送了一个鼠标垫！至于味道好不好吃煮了才知道，好吃再来追评！,口味:螺蛳粉3袋装
c***n,2020-04-13 15:50:01,疫情期间等了好久，不过活动很给力没舍得退货，家里也没囤货了，螺蛳粉一直买的李家的，喜欢这个味，料很足味道很适合我，搞活动时够买很划算,口味:螺蛳粉3袋装
t***0,2020-04-12 10:54:07,整体评价一下，物流及客服：我这一次一共买了三样东西，前两样因为在集货点停了很多天，之后我问客服他才告诉我快递到不了我这，好嘛到不了就算了我就把这两样退了，告诉客服螺狮粉帮我发中通，客服也说帮我备注了，然后我等了四十天他还是给我发的百世快递，说好了给我备注发中通的呢？呵呵，这个售后服务真的是无语了，无奈我只能投诉，随后倒是很积极的给我换了快递。（但其实我是投诉过后立马撤诉了）再说说螺狮粉，四星就是给螺狮粉的，味道还是可以的，少一颗星是因为份量少，整个里面除了粉以外其他的小菜比如笋和豆角都是细碎的，腐竹也是，撒上去看还挺多但化了水之后真真没多少，对付食量小的爱食素的还行，想要吃点荤的建议自己再加点料。还有就是要等四十天真的太久了，就这个快递问题要不我等了四十天真就不想白等了不然我就退了，良心评价。仅作参考,口味:螺蛳粉3袋装
苏***华,2020-04-12 19:02:49,第一次买螺蛳粉. 味道非常好吃，儿子也很喜欢太赞了！下次还会光顾购买的！,口味:螺蛳粉3袋装
5***o,2020-04-06 22:07:55,整体评价：改良版口味 包装品质：包装很好，量也足 口感味道：正宗的太辣，受不了。这个改良版口味正好，咸鲜，属于微辣。会回购的,口味:螺蛳粉3袋装
蜗***0,2020-04-12 22:44:07,螺蛳粉超好吃，跟够味料也很多，辣包很够辣！（鬼知道我为什么半夜爬起来吃螺蛳粉）,口味:螺蛳粉3袋装
哈***哈,2020-04-02 12:53:14,口感味道：口感超级好适合刚开始吃的伙伴们，汤特别好喝辣度刚刚好 新鲜度：生产时期特别近和发货时间相同 就是需要等很长时间有意向的赶快下单哦，早下单早吃到,口味:螺蛳粉3袋装
心***久,2020-04-13 20:58:00,等了这么久终于发货啦，好开心，今天中午收到就迫不及待的煮了一包。很好吃呀，没放辣椒但是味道也非常赞👍🏻喜欢😍,口味:螺蛳粉3袋装
慢***2,2020-04-09 14:50:01,这个李子柒的螺蛳粉等了好久，买的预售，不白等，味道还不错，朋友也喜欢吃,口味:螺蛳粉3袋装
曼***5,2020-04-13 12:10:43,买到的时候是预售的，等了好久才收到，不过没关系，真是爱死螺蛳粉了，还送的小礼物，好评呦！,口味:螺蛳粉3袋装
s***r,2020-04-12 14:31:02,感觉爱死螺蛳粉了，买了16袋，前几天收到货我开心的不得了，真的值得等啊，最近每天一袋，感觉肉肉在长啊哈哈哈！🤪🤪🤪🤪,口味:螺蛳粉3袋装
5***子,2020-04-12 18:00:39,料很多很好吃，而且还送了一个鼠标垫，酸度比较高，辣的一般般，我觉得还真的挺好吃的,口味:螺蛳粉3袋装
s***7,2020-04-07 15:16:18,吃了六七种牌子的螺蛳粉，李子柒竟然超过好欢螺和嘻螺会，成为我心中最好吃螺蛳粉第一名！料超足超多！辣椒油也能放一整包没有那么辣！也没有那么臭！再也不用面对旁人质疑的眼光和世人的不理解了！我哭得好大声！,口味:螺蛳粉3袋装
刘***雄,2020-04-13 15:02:18,等了好久终于等到今天，囤货的，我喜欢吃，我儿子比我还喜欢，屯的一大半进了我儿子的肚子。,口味:螺蛳粉3袋装
摇***y,2020-04-10 16:21:29,口感味道：粉煮了8分钟还是有点偏硬、建议煮10分钟、推荐的水量有点偏咸、建议多加100ml、腐竹是碎的、 整体评价：第一次吃、没有传说中那么臭、辣油是真的辣、挺香、 料挺足、味道也还不错、,口味:螺蛳粉3袋装
t***5,2020-04-10 18:24:16,味道很好👌👍，酸笋多些就更好,口味:螺蛳粉3袋装
轰***h,2020-04-10 13:17:30,整体评价：哈哈哈会回购的那种哦！ 胀包问题：没有发现 包装品质：满意 口感味道：啊好香！甜咸什么的味道刚刚好，纯辣椒油 是真的香辣！ 新鲜度：满意,口味:螺蛳粉3袋装
b***5,2020-04-08 16:19:48,虽然等待漫长，希望好味道，包装也很高大上，还送了赠品，感谢,口味:螺蛳粉3袋装
挽***v,2020-04-02 14:54:49,包装品质：拿着很有分量 口感味道：第一次把红油都放了，吃起来好辣，但是很好吃，一点也不觉得臭。 整体评价：鼠标垫点个赞，就是等发货等的好漫长。,口味:螺蛳粉3袋装
t***8,2020-04-10 07:26:53,螺蛳粉真的非常好吃，等了那么久是值得的! 口感味道：非常美味,口味:螺蛳粉3袋装
c***t,2020-04-12 20:59:08,虽然等的时间是有点长，但是本人觉得还是蛮值得的，料多，味足，吃起来的口感也不错。以后还会回购,口味:螺蛳粉3袋装
t***3,2020-04-08 21:19:35,我们是是 老客户了，螺蛳粉一如既往的好，味道特殊，在我们这边闻起来是一种香味，下次还会再来光顾的,口味:螺蛳粉3袋装
牙***3,2020-04-10 08:35:24,味道太好吃了，哈哈哈，不过老公吃不来，可惜没人和我分享美食,口味:螺蛳粉3袋装
d***2,2020-04-08 11:13:23,味道不错，是我喜欢的味道，喜欢酸笋和酸豆角的亲们，一定要入哦，味道很正，就是预售，到货的时间好久呀。,口味:螺蛳粉3袋装
凌***6,2020-04-02 11:44:14,包装品质：好看 口感味道：粉条不错，配料包份量很足，辣油很喜欢 整体评价：满意 新鲜度：很好 胀包问题：还没发现涨包,口味:螺蛳粉3袋装
小***0,2020-04-10 09:55:04,送的鼠标垫很时尚。买了二十多天发货的，物流很快。喜欢螺蛳粉的一定要尝尝，配料超足。口味偏淡，辣椒给力。,口味:螺蛳粉3袋装
桃***炮,2020-04-07 15:53:52,口感味道：我自己加了点海带 总体较为清口 酸笋不咋臭～ 包装品质：包装很用心 整体评价：腐竹分量很足 花生很脆 食材新鲜,口味:螺蛳粉3袋装
天***丶,2020-04-06 21:22:28,此用户没有填写评论!,口味:螺蛳粉3袋装
淘***宝,2020-04-13 02:25:45,等了太太太太久了，第一次自己煮螺狮粉，包装不错，料包很足，按照包装上的方式煮了一包味道还是挺不错的，鲜香,口味:螺蛳粉3袋装
静***星,2020-04-03 11:13:18,包装品质：五颗星 口感味道：五颗星，相对来讲没那么臭 整体评价：五颗星 新鲜度：五颗星 胀包问题：五颗星 终于等到你，还好我没放弃，配料十足，辣味够。,口味:螺蛳粉3袋装
t***6,2020-04-09 01:12:30,满满一大碗，挺好吃的，没吃过广西当地的螺蛳粉，无法比较，子柒这个口味蛮合胃口的，配料足，好评！,口味:螺蛳粉3袋装
屎***球,2020-04-09 07:14:35,很好吃！料包很足，一边喝汤一边嗦粉非常的舒适，煮熟后没有臭味，妈妈也觉得蛮好吃！,口味:螺蛳粉3袋装
娜***1,2020-04-09 19:55:52,一直喜欢李子柒，他家的东西都想买，就是感觉有点小贵。他家的螺蛳粉很好吃，辣油特别香，支持李子柒,口味:螺蛳粉3袋装
w***珏,2020-04-03 14:01:41,口感味道：不臭也不是很辣，总体味道还是可以 包装品质：里面的腐竹和花生很多，自己再加一点蔬菜和火腿肠超满足！,口味:螺蛳粉3袋装
林***0,2020-04-11 14:07:37,等了差不多一个月才收到的螺螄粉，味道很好 ，酸香辣，辣椒油很香但超辣的，下次还要买。谢谢送了个滑鼠墊。,口味:螺蛳粉3袋装
a***6,2020-04-02 11:20:16,因为疫情，千等万等，终于等来了，果然名不虚传，里面的料贼多，尤其是脆脆，特别多，分量很足，味道也好，辣酱油特别香，一个人吃真的很饱很饱，价格也不贵，反正就是很棒，螺蛳粉囤起来！！！,口味:螺蛳粉3袋装
卷***y,2020-04-08 18:37:48,好吃而且配料很新鲜 连续买了两三次 主要是等的时间比较久 要等一个月才能发货 一次多买点比较好,口味:螺蛳粉3袋装
喵***儿,2020-04-08 00:48:01,整体评价：量大料足 胀包问题：无任何问题 包装品质：包装好看有特色 口感味道：偏咸 新鲜度：新鲜,口味:螺蛳粉3袋装
1***m,2020-04-03 10:37:53,包装品质：包装非常精致，很结实 口感味道：讲实话很好吃 整体评价：除了发货要等很久其他都好 新鲜度：食材都不错，花钱都是脆的,口味:螺蛳粉3袋装
j***n,2020-04-05 19:12:59,第一次写这么多 3.5号下单 4.1生产出来 4.1发货 4.5号收到 原来迟迟不发货是因为出货量大 还有就是断销 之前在网上买过一次螺蛳粉 翻车了 这次非常满意 汤底浓郁 真有螺丝的味道 味道也不冲 平和 这家代工厂确实不错 平常也会看子柒的视频 不多说了 开吃！,口味:螺蛳粉3袋装
m***7,2020-04-07 19:05:42,整体评价：李子柒螺蛳粉是第一次吃，但是味道真的很好。关键配料很足。 胀包问题：没有 包装品质：包装很精致，还送了鼠标垫 口感味道：超级好吃。很喜欢。,口味:螺蛳粉3袋装
伟***妹,2020-04-03 17:45:33,直播买的，等了多少天我也不记得了，因为疫情工厂不上班我理解，所以一直在等，反正也没事，等等无所谓的，然后到了之后我就做了，哈哈哈，好好吃好好吃好好吃啊，因为我得汤够多所以调料所有的都加进去了，今天中午吃的太满足了，够味👍👍还有就是服务很到位,口味:螺蛳粉3袋装
l***台,2020-04-05 22:49:16,整体评价：不算重口味 算是螺蛳粉里面的小清新 口感味道：米线很爽滑 夸一下料包 足量,口味:螺蛳粉3袋装
木***天,2020-04-02 18:12:42,李子柒的螺狮粉是我吃过的众多品牌中最好吃的！！！疫情期间特地去超市买了李子柒的螺狮粉，没两天就吃完了，又不能出门，只有马上来网上买，结果足足等了一个月啊ಥ_ಥ终于收到了&hellip;&hellip;网上的要比超市便宜好多啊，适合多买些囤着慢慢吃o(^▽^)o这么便宜店家还送了小礼物，真是感谢呀^-^,口味:螺蛳粉3袋装
云***女,2020-04-07 14:22:10,面皮口感纯正特别好吃，尤其是那个料超级过瘾，味道真的绝了，太好吃了，我比较喜欢麻辣味的，配点黄瓜和面就绝了。一个人吃一袋量也挺足的。 麻酱味的微微辣适合不能吃辣的小盆友 其实面的口感像是家乡经常吃的一种面，平时风干保存,口味:螺蛳粉3袋装
萍***3,2020-04-11 00:32:44,很好吃，买了很多次了。可惜就是这段时间发货太慢了。基本一个多月才发货。忍不住想吃都买了别家的两次了。还是子漆的好吃。已经推荐妹妹买了。希望现在能发货快点了,口味:螺蛳粉3袋装
清***9,2020-04-11 13:48:06,料足，味道非常好，吃完满口留香，子柒的精益求精真的应该给一个大大的赞👍🏿希望多出新品.,口味:螺蛳粉3袋装
s***0,2020-04-08 12:37:50,真的等了超级久，终于等到了网红爆款李子柒家的螺蛳粉～好大包～送了个鼠标垫～不得不说，刚好缺一个～,口味:螺蛳粉3袋装
